District,Month,Cases,Year
Colombo,7,5,2017
Galle,7,42,2017
Gampaha,7,2,2017
Hambantota,7,5,2017
Jaffna,7,1,2017
Kalutara,7,12,2017
Kandy,7,3,2017
Kegalle,7,7,2017
Kilinochchi,7,0,2017
Kurunegala,7,10,2017
Mannar,7,0,2017
Matale,7,6,2017
Matara,7,30,2017
Monaragala,7,10,2017
Mullaitivu,7,4,2017
Nuwara Eliya,7,11,2017
Polonnaruwa,7,4,2017
Puttalam,7,3,2017
Ratnapura,7,47,2017
Trincomalee,7,3,2017
Vavuniya,7,2,2017
Ampara,8,3,2017
Anuradhapura,8,1,2017
Badulla,8,14,2017
Batticaloa,8,2,2017
Colombo,8,11,2017
Galle,8,36,2017
Gampaha,8,6,2017
Hambantota,8,6,2017
Jaffna,8,3,2017
Kalutara,8,11,2017
Kandy,8,7,2017
Kegalle,8,14,2017
Kilinochchi,8,0,2017
Kurunegala,8,3,2017
Mannar,8,0,2017
Matale,8,1,2017
Matara,8,9,2017
Monaragala,8,9,2017
Mullaitivu,8,0,2017
Nuwara Eliya,8,11,2017
Polonnaruwa,8,1,2017
Puttalam,8,3,2017
Ratnapura,8,35,2017
Trincomalee,8,1,2017
Vavuniya,8,0,2017
Ampara,9,2,2017
Anuradhapura,9,5,2017
Badulla,9,23,2017
Batticaloa,9,2,2017
Colombo,9,25,2017
Galle,9,52,2017
Gampaha,9,9,2017
Hambantota,9,1,2017
Jaffna,9,2,2017
Kalutara,9,75,2017
Kandy,9,5,2017
Kegalle,9,17,2017
Kilinochchi,9,1,2017
Kurunegala,9,6,2017
Mannar,9,0,2017
Matale,9,0,2017
Matara,9,24,2017
Monaragala,9,14,2017
Mullaitivu,9,3,2017
Nuwara Eliya,9,6,2017
Polonnaruwa,9,2,2017
Puttalam,9,3,2017
Ratnapura,9,62,2017
Trincomalee,9,5,2017
Vavuniya,9,1,2017
Ampara,10,2,2017
Anuradhapura,10,4,2017
Badulla,10,20,2017
Batticaloa,10,1,2017
Colombo,10,24,2017
Galle,10,74,2017
Gampaha,10,19,2017
Hambantota,10,6,2017
Jaffna,10,1,2017
Kalutara,10,46,2017
Kandy,10,3,2017
Kegalle,10,23,2017
Kilinochchi,10,0,2017
Kurunegala,10,10,2017
Mannar,10,0,2017
Matale,10,0,2017
Matara,10,22,2017
Monaragala,10,5,2017
Mullaitivu,10,3,2017
Nuwara Eliya,10,3,2017
Polonnaruwa,10,6,2017
Puttalam,10,1,2017
Ratnapura,10,27,2017
Trincomalee,10,3,2017
Vavuniya,10,1,2017
Ampara,11,0,2017
Anuradhapura,11,8,2017
Badulla,11,15,2017
Batticaloa,11,2,2017
Colombo,11,32,2017
Galle,11,51,2017
Gampaha,11,36,2017
Hambantota,11,9,2017
Jaffna,11,2,2017
Kalutara,11,67,2017
Kandy,11,9,2017
Kegalle,11,93,2017
Kilinochchi,11,0,2017
Kurunegala,11,19,2017
Mannar,11,1,2017
Matale,11,3,2017
Matara,11,44,2017
Monaragala,11,16,2017
Mullaitivu,11,1,2017
Nuwara Eliya,11,4,2017
Polonnaruwa,11,9,2017
Puttalam,11,3,2017
Ratnapura,11,46,2017
Trincomalee,11,5,2017
Vavuniya,11,0,2017
Ampara,12,10,2017
Anuradhapura,12,53,2017
Badulla,12,14,2017
Batticaloa,12,10,2017
Colombo,12,32,2017
Galle,12,100,2017
Gampaha,12,13,2017
Hambantota,12,10,2017
Jaffna,12,7,2017
Kalutara,12,66,2017
Kandy,12,10,2017
Kegalle,12,43,2017
Kilinochchi,12,2,2017
Kurunegala,12,32,2017
Mannar,12,0,2017
Matale,12,5,2017
Matara,12,46,2017
Monaragala,12,71,2017
Mullaitivu,12,6,2017
Nuwara Eliya,12,1,2017
Polonnaruwa,12,35,2017
Puttalam,12,0,2017
Ratnapura,12,38,2017
Trincomalee,12,11,2017
Vavuniya,12,6,2017
Ampara,1,11,2018
Anuradhapura,1,21,2018
Badulla,1,16,2018
Batticaloa,1,4,2018
Colombo,1,19,2018
Galle,1,45,2018
Gampaha,1,13,2018
Hambantota,1,7,2018
Jaffna,1,2,2018
Kalutara,1,27,2018
Kandy,1,7,2018
Kegalle,1,13,2018
Kilinochchi,1,0,2018
Kurunegala,1,19,2018
Mannar,1,1,2018
Matale,1,1,2018
Matara,1,19,2018
Monaragala,1,56,2018
Mullaitivu,1,3,2018
Nuwara Eliya,1,2,2018
Polonnaruwa,1,27,2018
Puttalam,1,6,2018
Ratnapura,1,32,2018
Trincomalee,1,7,2018
Vavuniya,1,6,2018
Ampara,2,3,2018
Anuradhapura,2,17,2018
Badulla,2,9,2018
Batticaloa,2,2,2018
Colombo,2,14,2018
Galle,2,26,2018
Gampaha,2,20,2018
Hambantota,2,2,2018
Jaffna,2,1,2018
Kalutara,2,30,2018
Kandy,2,1,2018
Kegalle,2,5,2018
Kilinochchi,2,1,2018
Kurunegala,2,7,2018
Mannar,2,0,2018
Matale,2,7,2018
Matara,2,10,2018
Monaragala,2,16,2018
Mullaitivu,2,0,2018
Nuwara Eliya,2,0,2018
Polonnaruwa,2,12,2018
Puttalam,2,2,2018
Ratnapura,2,17,2018
Trincomalee,2,0,2018
Vavuniya,2,4,2018
Ampara,3,4,2018
Anuradhapura,3,7,2018
Badulla,3,20,2018
Batticaloa,3,5,2018
Colombo,3,17,2018
Galle,3,51,2018
Gampaha,3,42,2018
Hambantota,3,6,2018
Jaffna,3,1,2018
Kalutara,3,57,2018
Kandy,3,4,2018
Kegalle,3,13,2018
Kilinochchi,3,0,2018
Kurunegala,3,10,2018
Mannar,3,0,2018
Matale,3,6,2018
Matara,3,23,2018
Monaragala,3,22,2018
Mullaitivu,3,2,2018
Nuwara Eliya,3,6,2018
Polonnaruwa,3,9,2018
Puttalam,3,2,2018
Ratnapura,3,49,2018
Trincomalee,3,8,2018
Vavuniya,3,3,2018
Ampara,4,2,2018
Anuradhapura,4,8,2018
Badulla,4,7,2018
Batticaloa,4,4,2018
Colombo,4,28,2018
Galle,4,60,2018
Gampaha,4,17,2018
Hambantota,4,2,2018
Jaffna,4,1,2018
Kalutara,4,55,2018
Kandy,4,5,2018
Kegalle,4,19,2018
Kilinochchi,4,1,2018
Kurunegala,4,3,2018
Mannar,4,0,2018
Matale,4,9,2018
Matara,4,30,2018
Monaragala,4,35,2018
Mullaitivu,4,1,2018
Nuwara Eliya,4,1,2018
Polonnaruwa,4,3,2018
Puttalam,4,3,2018
Ratnapura,4,50,2018
Trincomalee,4,7,2018
Vavuniya,4,4,2018
Ampara,5,4,2018
Anuradhapura,5,9,2018
Badulla,5,22,2018
Batticaloa,5,8,2018
Colombo,5,13,2018
Galle,5,20,2018
Gampaha,5,19,2018
Hambantota,5,6,2018
Jaffna,5,1,2018
Kalutara,5,50,2018
Kandy,5,4,2018
Kegalle,5,43,2018
Kilinochchi,5,0,2018
Kurunegala,5,15,2018
Mannar,5,0,2018
Matale,5,7,2018
Matara,5,26,2018
Monaragala,5,37,2018
Mullaitivu,5,1,2018
Nuwara Eliya,5,2,2018
Polonnaruwa,5,9,2018
Puttalam,5,1,2018
Ratnapura,5,65,2018
Trincomalee,5,13,2018
Vavuniya,5,2,2018
Ampara,6,6,2018
Anuradhapura,6,22,2018
Badulla,6,19,2018
Batticaloa,6,6,2018
Colombo,6,13,2018
Galle,6,32,2018
Gampaha,6,15,2018
Hambantota,6,7,2018
Jaffna,6,2,2018
Kalutara,6,79,2018
Kandy,6,10,2018
Kegalle,6,27,2018
Kilinochchi,6,0,2018
Kurunegala,6,19,2018
Mannar,6,0,2018
Matale,6,19,2018
Matara,6,17,2018
Monaragala,6,31,2018
Mullaitivu,6,1,2018
Nuwara Eliya,6,5,2018
Polonnaruwa,6,10,2018
Puttalam,6,7,2018
Ratnapura,6,90,2018
Trincomalee,6,2,2018
Vavuniya,6,5,2018
Ampara,7,3,2018
Anuradhapura,7,16,2018
Badulla,7,15,2018
Batticaloa,7,8,2018
Colombo,7,16,2018
Galle,7,34,2018
Gampaha,7,12,2018
Hambantota,7,7,2018
Jaffna,7,1,2018
Kalutara,7,71,2018
Kandy,7,12,2018
Kegalle,7,27,2018
Kilinochchi,7,1,2018
Kurunegala,7,29,2018
Mannar,7,0,2018
Matale,7,13,2018
Matara,7,33,2018
Monaragala,7,14,2018
Mullaitivu,7,0,2018
Nuwara Eliya,7,6,2018
Polonnaruwa,7,15,2018
Puttalam,7,10,2018
Ratnapura,7,111,2018
Trincomalee,7,3,2018
Vavuniya,7,5,2018
Ampara,8,0,2018
Anuradhapura,8,6,2018
Badulla,8,13,2018
Batticaloa,8,2,2018
Colombo,8,23,2018
Galle,8,26,2018
Gampaha,8,25,2018
Hambantota,8,14,2018
Jaffna,8,1,2018
Kalutara,8,45,2018
Kandy,8,15,2018
Kegalle,8,32,2018
Kilinochchi,8,0,2018
Kurunegala,8,6,2018
Mannar,8,0,2018
Matale,8,10,2018
Matara,8,17,2018
Monaragala,8,13,2018
Mullaitivu,8,0,2018
Nuwara Eliya,8,8,2018
Polonnaruwa,8,8,2018
Puttalam,8,1,2018
Ratnapura,8,76,2018
Trincomalee,8,5,2018
Vavuniya,8,2,2018
Ampara,9,1,2018
Anuradhapura,9,5,2018
Badulla,9,14,2018
Batticaloa,9,0,2018
Colombo,9,26,2018
Galle,9,20,2018
Gampaha,9,22,2018
Hambantota,9,9,2018
Jaffna,9,0,2018
Kalutara,9,64,2018
Kandy,9,7,2018
Kegalle,9,45,2018
Kilinochchi,9,2,2018
Kurunegala,9,7,2018
Mannar,9,0,2018
Matale,9,2,2018
Matara,9,17,2018
Monaragala,9,11,2018
Mullaitivu,9,0,2018
Nuwara Eliya,9,9,2018
Polonnaruwa,9,1,2018
Puttalam,9,7,2018
Ratnapura,9,63,2018
Trincomalee,9,3,2018
Vavuniya,9,0,2018
Ampara,10,1,2018
Anuradhapura,10,4,2018
Badulla,10,14,2018
Batticaloa,10,4,2018
Colombo,10,26,2018
Galle,10,39,2018
Gampaha,10,14,2018
Hambantota,10,4,2018
Jaffna,10,1,2018
Kalutara,10,66,2018
Kandy,10,18,2018
Kegalle,10,34,2018
Kilinochchi,10,0,2018
Kurunegala,10,19,2018
Mannar,10,0,2018
Matale,10,9,2018
Matara,10,16,2018
Monaragala,10,16,2018
Mullaitivu,10,0,2018
Nuwara Eliya,10,2,2018
Polonnaruwa,10,7,2018
Puttalam,10,2,2018
Ratnapura,10,54,2018
Trincomalee,10,1,2018
Vavuniya,10,4,2018
Ampara,11,15,2018
Anuradhapura,11,86,2018
Badulla,11,19,2018
Batticaloa,11,7,2018
Colombo,11,27,2018
Galle,11,47,2018
Gampaha,11,21,2018
Hambantota,11,13,2018
Jaffna,11,4,2018
Kalutara,11,95,2018
Kandy,11,29,2018
Kegalle,11,70,2018
Kilinochchi,11,2,2018
Kurunegala,11,189,2018
Mannar,11,0,2018
Matale,11,16,2018
Matara,11,53,2018
Monaragala,11,101,2018
Mullaitivu,11,3,2018
Nuwara Eliya,11,7,2018
Polonnaruwa,11,31,2018
Puttalam,11,14,2018
Ratnapura,11,86,2018
Trincomalee,11,9,2018
Vavuniya,11,13,2018
Ampara,12,21,2018
Anuradhapura,12,50,2018
Badulla,12,21,2018
Batticaloa,12,13,2018
Colombo,12,19,2018
Galle,12,36,2018
Gampaha,12,13,2018
Hambantota,12,16,2018
Jaffna,12,7,2018
Kalutara,12,73,2018
Kandy,12,12,2018
Kegalle,12,40,2018
Kilinochchi,12,6,2018
Kurunegala,12,56,2018
Mannar,12,0,2018
Matale,12,20,2018
Matara,12,31,2018
Monaragala,12,70,2018
Mullaitivu,12,4,2018
Nuwara Eliya,12,6,2018
Polonnaruwa,12,60,2018
Puttalam,12,4,2018
Ratnapura,12,84,2018
Trincomalee,12,6,2018
Vavuniya,12,4,2018
Ampara,1,7,2019
Anuradhapura,1,26,2019
Badulla,1,31,2019
Batticaloa,1,7,2019
Colombo,1,15,2019
Galle,1,25,2019
Gampaha,1,3,2019
Hambantota,1,5,2019
Jaffna,1,9,2019
Kalutara,1,61,2019
Kandy,1,16,2019
Kegalle,1,15,2019
Kilinochchi,1,9,2019
Kurunegala,1,26,2019
Mannar,1,0,2019
Matale,1,12,2019
Matara,1,9,2019
Monaragala,1,35,2019
Mullaitivu,1,6,2019
Nuwara Eliya,1,6,2019
Polonnaruwa,1,11,2019
Puttalam,1,5,2019
Ratnapura,1,58,2019
Trincomalee,1,0,2019
Vavuniya,1,6,2019
Ampara,2,3,2019
Anuradhapura,2,25,2019
Badulla,2,14,2019
Batticaloa,2,0,2019
Colombo,2,10,2019
Galle,2,26,2019
Gampaha,2,5,2019
Hambantota,2,5,2019
Jaffna,2,8,2019
Kalutara,2,31,2019
Kandy,2,4,2019
Kegalle,2,12,2019
Kilinochchi,2,3,2019
Kurunegala,2,17,2019
Mannar,2,0,2019
Matale,2,5,2019
Matara,2,20,2019
Monaragala,2,20,2019
Mullaitivu,2,3,2019
Nuwara Eliya,2,4,2019
Polonnaruwa,2,13,2019
Puttalam,2,2,2019
Ratnapura,2,48,2019
Trincomalee,2,1,2019
Vavuniya,2,11,2019
Ampara,3,4,2019
Anuradhapura,3,11,2019
Badulla,3,17,2019
Batticaloa,3,7,2019
Colombo,3,26,2019
Galle,3,31,2019
Gampaha,3,21,2019
Hambantota,3,13,2019
Jaffna,3,3,2019
Kalutara,3,69,2019
Kandy,3,3,2019
Kegalle,3,21,2019
Kilinochchi,3,2,2019
Kurunegala,3,27,2019
Mannar,3,1,2019
Matale,3,4,2019
Matara,3,45,2019
Monaragala,3,50,2019
Mullaitivu,3,3,2019
Nuwara Eliya,3,2,2019
Polonnaruwa,3,6,2019
Puttalam,3,4,2019
Ratnapura,3,79,2019
Trincomalee,3,3,2019
Vavuniya,3,13,2019
Ampara,4,2,2019
Anuradhapura,4,14,2019
Badulla,4,17,2019
Batticaloa,4,4,2019
Colombo,4,10,2019
Galle,4,35,2019
Gampaha,4,12,2019
Hambantota,4,14,2019
Jaffna,4,1,2019
Kalutara,4,48,2019
Kandy,4,3,2019
Kegalle,4,11,2019
Kilinochchi,4,2,2019
Kurunegala,4,9,2019
Mannar,4,0,2019
Matale,4,1,2019
Matara,4,25,2019
Monaragala,4,23,2019
Mullaitivu,4,1,2019
Nuwara Eliya,4,1,2019
Polonnaruwa,4,3,2019
Puttalam,4,2,2019
Ratnapura,4,65,2019
Trincomalee,4,0,2019
Vavuniya,4,6,2019
Ampara,5,6,2019
Anuradhapura,5,8,2019
Badulla,5,18,2019
Batticaloa,5,11,2019
Colombo,5,28,2019
Galle,5,59,2019
Gampaha,5,9,2019
Hambantota,5,16,2019
Jaffna,5,1,2019
Kalutara,5,40,2019
Kandy,5,11,2019
Kegalle,5,31,2019
Kilinochchi,5,1,2019
Kurunegala,5,20,2019
Mannar,5,0,2019
Matale,5,7,2019
Matara,5,52,2019
Monaragala,5,23,2019
Mullaitivu,5,4,2019
Nuwara Eliya,5,10,2019
Polonnaruwa,5,12,2019
Puttalam,5,6,2019
Ratnapura,5,125,2019
Trincomalee,5,3,2019
Vavuniya,5,5,2019
Ampara,6,2,2019
Anuradhapura,6,5,2019
Badulla,6,25,2019
Batticaloa,6,7,2019
Colombo,6,22,2019
Galle,6,49,2019
Gampaha,6,10,2019
Hambantota,6,13,2019
Jaffna,6,1,2019
Kalutara,6,49,2019
Kandy,6,6,2019
Kegalle,6,32,2019
Kilinochchi,6,1,2019
Kurunegala,6,9,2019
Mannar,6,0,2019
Matale,6,3,2019
Matara,6,51,2019
Monaragala,6,17,2019
Mullaitivu,6,2,2019
Nuwara Eliya,6,10,2019
Polonnaruwa,6,4,2019
Puttalam,6,5,2019
Ratnapura,6,135,2019
Trincomalee,6,1,2019
Vavuniya,6,3,2019
Ampara,7,5,2019
Anuradhapura,7,4,2019
Badulla,7,16,2019
Batticaloa,7,3,2019
Colombo,7,22,2019
Galle,7,35,2019
Gampaha,7,4,2019
Hambantota,7,9,2019
Jaffna,7,0,2019
Kalutara,7,40,2019
Kandy,7,4,2019
Kegalle,7,24,2019
Kilinochchi,7,0,2019
Kurunegala,7,8,2019
Mannar,7,0,2019
Matale,7,5,2019
Matara,7,38,2019
Monaragala,7,18,2019
Mullaitivu,7,0,2019
Nuwara Eliya,7,2,2019
Polonnaruwa,7,8,2019
Puttalam,7,5,2019
Ratnapura,7,75,2019
Trincomalee,7,2,2019
Vavuniya,7,4,2019
Ampara,8,4,2019
Anuradhapura,8,7,2019
Badulla,8,20,2019
Batticaloa,8,3,2019
Colombo,8,19,2019
Galle,8,46,2019
Gampaha,8,7,2019
Hambantota,8,17,2019
Jaffna,8,4,2019
Kalutara,8,56,2019
Kandy,8,11,2019
Kegalle,8,22,2019
Kilinochchi,8,1,2019
Kurunegala,8,8,2019
Mannar,8,0,2019
Matale,8,4,2019
Matara,8,43,2019
Monaragala,8,3,2019
Mullaitivu,8,2,2019
Nuwara Eliya,8,2,2019
Polonnaruwa,8,4,2019
Puttalam,8,1,2019
Ratnapura,8,102,2019
Trincomalee,8,3,2019
Vavuniya,8,5,2019
Ampara,9,5,2019
Anuradhapura,9,5,2019
Badulla,9,18,2019
Batticaloa,9,1,2019
Colombo,9,15,2019
Galle,9,46,2019
Gampaha,9,16,2019
Hambantota,9,15,2019
Jaffna,9,3,2019
Kalutara,9,72,2019
Kandy,9,11,2019
Kegalle,9,11,2019
Kilinochchi,9,0,2019
Kurunegala,9,13,2019
Mannar,9,0,2019
Matale,9,1,2019
Matara,9,40,2019
Monaragala,9,0,2019
Mullaitivu,9,3,2019
Nuwara Eliya,9,6,2019
Polonnaruwa,9,2,2019
Puttalam,9,2,2019
Ratnapura,9,86,2019
Trincomalee,9,4,2019
Vavuniya,9,1,2019
Ampara,10,4,2019
Anuradhapura,10,15,2019
Badulla,10,16,2019
Batticaloa,10,3,2019
Colombo,10,38,2019
Galle,10,59,2019
Gampaha,10,24,2019
Hambantota,10,20,2019
Jaffna,10,3,2019
Kalutara,10,60,2019
Kandy,10,11,2019
Kegalle,10,32,2019
Kilinochchi,10,0,2019
Kurunegala,10,29,2019
Mannar,10,0,2019
Matale,10,1,2019
Matara,10,85,2019
Monaragala,10,0,2019
Mullaitivu,10,2,2019
Nuwara Eliya,10,6,2019
Polonnaruwa,10,4,2019
Puttalam,10,1,2019
Ratnapura,10,106,2019
Trincomalee,10,1,2019
Vavuniya,10,1,2019
Ampara,11,15,2019
Anuradhapura,11,49,2019
Badulla,11,35,2019
Batticaloa,11,4,2019
Colombo,11,59,2019
Galle,11,66,2019
Gampaha,11,31,2019
Hambantota,11,79,2019
Jaffna,11,5,2019
Kalutara,11,86,2019
Kandy,11,17,2019
Kegalle,11,81,2019
Kilinochchi,11,1,2019
Kurunegala,11,138,2019
Mannar,11,0,2019
Matale,11,8,2019
Matara,11,89,2019
Monaragala,11,0,2019
Mullaitivu,11,1,2019
Nuwara Eliya,11,14,2019
Polonnaruwa,11,19,2019
Puttalam,11,21,2019
Ratnapura,11,207,2019
Trincomalee,11,5,2019
Vavuniya,11,2,2019
Ampara,12,11,2019
Anuradhapura,12,78,2019
Badulla,12,39,2019
Batticaloa,12,5,2019
Colombo,12,42,2019
Galle,12,120,2019
Gampaha,12,18,2019
Hambantota,12,81,2019
Jaffna,12,6,2019
Kalutara,12,65,2019
Kandy,12,20,2019
Kegalle,12,56,2019
Kilinochchi,12,3,2019
Kurunegala,12,43,2019
Mannar,12,1,2019
Matale,12,12,2019
Matara,12,58,2019
Monaragala,12,0,2019
Mullaitivu,12,3,2019
Nuwara Eliya,12,6,2019
Polonnaruwa,12,49,2019
Puttalam,12,10,2019
Ratnapura,12,159,2019
Trincomalee,12,4,2019
Vavuniya,12,6,2019
Ampara,1,11,2020
Anuradhapura,1,72,2020
Badulla,1,47,2020
Batticaloa,1,6,2020
Colombo,1,18,2020
Galle,1,107,2020
Gampaha,1,5,2020
Hambantota,1,62,2020
Jaffna,1,3,2020
Kalutara,1,38,2020
Kandy,1,13,2020
Kegalle,1,35,2020
Kilinochchi,1,1,2020
Kurunegala,1,26,2020
Mannar,1,3,2020
Matale,1,13,2020
Matara,1,50,2020
Monaragala,1,0,2020
Mullaitivu,1,2,2020
Nuwara Eliya,1,4,2020
Polonnaruwa,1,44,2020
Puttalam,1,13,2020
Ratnapura,1,110,2020
Trincomalee,1,0,2020
Vavuniya,1,11,2020
Ampara,2,6,2020
Anuradhapura,2,53,2020
Badulla,2,29,2020
Batticaloa,2,5,2020
Colombo,2,35,2020
Galle,2,48,2020
Gampaha,2,19,2020
Hambantota,2,17,2020
Jaffna,2,4,2020
Kalutara,2,39,2020
Kandy,2,5,2020
Kegalle,2,30,2020
Kilinochchi,2,4,2020
Kurunegala,2,28,2020
Mannar,2,0,2020
Matale,2,6,2020
Matara,2,38,2020
Monaragala,2,0,2020
Mullaitivu,2,3,2020
Nuwara Eliya,2,6,2020
Polonnaruwa,2,23,2020
Puttalam,2,5,2020
Ratnapura,2,100,2020
Trincomalee,2,9,2020
Vavuniya,2,17,2020
Ampara,3,7,2020
Anuradhapura,3,14,2020
Badulla,3,42,2020
Batticaloa,3,3,2020
Colombo,3,16,2020
Galle,3,54,2020
Gampaha,3,15,2020
Hambantota,3,8,2020
Jaffna,3,4,2020
Kalutara,3,42,2020
Kandy,3,6,2020
Kegalle,3,17,2020
Kilinochchi,3,2,2020
Kurunegala,3,12,2020
Mannar,3,0,2020
Matale,3,4,2020
Matara,3,16,2020
Monaragala,3,0,2020
Mullaitivu,3,1,2020
Nuwara Eliya,3,6,2020
Polonnaruwa,3,14,2020
Puttalam,3,3,2020
Ratnapura,3,93,2020
Trincomalee,3,2,2020
Vavuniya,3,3,2020
Ampara,4,4,2020
Anuradhapura,4,1,2020
Badulla,4,8,2020
Batticaloa,4,0,2020
Colombo,4,5,2020
Galle,4,0,2020
Gampaha,4,1,2020
Hambantota,4,0,2020
Jaffna,4,0,2020
Kalutara,4,20,2020
Kandy,4,2,2020
Kegalle,4,1,2020
Kilinochchi,4,0,2020
Kurunegala,4,0,2020
Mannar,4,0,2020
Matale,4,2,2020
Matara,4,0,2020
Monaragala,4,0,2020
Mullaitivu,4,0,2020
Nuwara Eliya,4,2,2020
Polonnaruwa,4,1,2020
Puttalam,4,0,2020
Ratnapura,4,6,2020
Trincomalee,4,0,2020
Vavuniya,4,1,2020
Ampara,5,33,2020
Anuradhapura,5,5,2020
Badulla,5,25,2020
Batticaloa,5,2,2020
Colombo,5,13,2020
Galle,5,40,2020
Gampaha,5,12,2020
Hambantota,5,8,2020
Jaffna,5,1,2020
Kalutara,5,53,2020
Kandy,5,17,2020
Kegalle,5,44,2020
Kilinochchi,5,1,2020
Kurunegala,5,0,2020
Mannar,5,0,2020
Matale,5,15,2020
Matara,5,0,2020
Monaragala,5,0,2020
Mullaitivu,5,0,2020
Nuwara Eliya,5,5,2020
Polonnaruwa,5,11,2020
Puttalam,5,4,2020
Ratnapura,5,175,2020
Trincomalee,5,8,2020
Vavuniya,5,1,2020
Ampara,6,16,2020
Anuradhapura,6,33,2020
Badulla,6,57,2020
Batticaloa,6,7,2020
Colombo,6,76,2020
Galle,6,32,2020
Gampaha,6,49,2020
Hambantota,6,54,2020
Jaffna,6,5,2020
Kalutara,6,199,2020
Kandy,6,70,2020
Kegalle,6,122,2020
Kilinochchi,6,8,2020
Kurunegala,6,72,2020
Mannar,6,1,2020
Matale,6,23,2020
Matara,6,15,2020
Monaragala,6,0,2020
Mullaitivu,6,2,2020
Nuwara Eliya,6,28,2020
Polonnaruwa,6,38,2020
Puttalam,6,20,2020
Ratnapura,6,377,2020
Trincomalee,6,5,2020
Vavuniya,6,3,2020
Ampara,7,2,2020
Anuradhapura,7,21,2020
Badulla,7,43,2020
Batticaloa,7,3,2020
Colombo,7,55,2020
Galle,7,9,2020
Gampaha,7,27,2020
Hambantota,7,33,2020
Jaffna,7,3,2020
Kalutara,7,70,2020
Kandy,7,34,2020
Kegalle,7,65,2020
Kilinochchi,7,2,2020
Kurunegala,7,17,2020
Mannar,7,1,2020
Matale,7,23,2020
Matara,7,2,2020
Monaragala,7,0,2020
Mullaitivu,7,4,2020
Nuwara Eliya,7,27,2020
Polonnaruwa,7,8,2020
Puttalam,7,8,2020
Ratnapura,7,110,2020
Trincomalee,7,3,2020
Vavuniya,7,3,2020
Ampara,8,6,2020
Anuradhapura,8,15,2020
Badulla,8,36,2020
Batticaloa,8,2,2020
Colombo,8,26,2020
Galle,8,59,2020
Gampaha,8,17,2020
Hambantota,8,22,2020
Jaffna,8,1,2020
Kalutara,8,40,2020
Kandy,8,24,2020
Kegalle,8,38,2020
Kilinochchi,8,1,2020
Kurunegala,8,13,2020
Mannar,8,0,2020
Matale,8,4,2020
Matara,8,15,2020
Monaragala,8,0,2020
Mullaitivu,8,0,2020
Nuwara Eliya,8,17,2020
Polonnaruwa,8,4,2020
Puttalam,8,7,2020
Ratnapura,8,120,2020
Trincomalee,8,1,2020
Vavuniya,8,1,2020
Ampara,9,4,2020
Anuradhapura,9,13,2020
Badulla,9,27,2020
Batticaloa,9,2,2020
Colombo,9,67,2020
Galle,9,82,2020
Gampaha,9,67,2020
Hambantota,9,23,2020
Jaffna,9,4,2020
Kalutara,9,177,2020
Kandy,9,25,2020
Kegalle,9,81,2020
Kilinochchi,9,0,2020
Kurunegala,9,45,2020
Mannar,9,0,2020
Matale,9,5,2020
Matara,9,53,2020
Monaragala,9,0,2020
Mullaitivu,9,1,2020
Nuwara Eliya,9,16,2020
Polonnaruwa,9,5,2020
Puttalam,9,3,2020
Ratnapura,9,104,2020
Trincomalee,9,2,2020
Vavuniya,9,2,2020
Ampara,10,0,2020
Anuradhapura,10,16,2020
Badulla,10,32,2020
Batticaloa,10,2,2020
Colombo,10,65,2020
Galle,10,202,2020
Gampaha,10,24,2020
Hambantota,10,15,2020
Jaffna,10,3,2020
Kalutara,10,106,2020
Kandy,10,38,2020
Kegalle,10,65,2020
Kilinochchi,10,1,2020
Kurunegala,10,24,2020
Mannar,10,1,2020
Matale,10,4,2020
Matara,10,48,2020
Monaragala,10,0,2020
Mullaitivu,10,0,2020
Nuwara Eliya,10,13,2020
Polonnaruwa,10,5,2020
Puttalam,10,1,2020
Ratnapura,10,105,2020
Trincomalee,10,0,2020
Vavuniya,10,1,2020
Ampara,11,3,2020
Anuradhapura,11,3,2020
Badulla,11,12,2020
Batticaloa,11,3,2020
Colombo,11,10,2020
Galle,11,101,2020
Gampaha,11,1,2020
Hambantota,11,18,2020
Jaffna,11,3,2020
Kalutara,11,35,2020
Kandy,11,37,2020
Kegalle,11,38,2020
Kilinochchi,11,1,2020
Kurunegala,11,23,2020
Mannar,11,0,2020
Matale,11,2,2020
Matara,11,38,2020
Monaragala,11,0,2020
Mullaitivu,11,0,2020
Nuwara Eliya,11,8,2020
Polonnaruwa,11,8,2020
Puttalam,11,1,2020
Ratnapura,11,63,2020
Trincomalee,11,0,2020
Vavuniya,11,4,2020
Ampara,12,24,2020
Anuradhapura,12,72,2020
Badulla,12,35,2020
Batticaloa,12,4,2020
Colombo,12,35,2020
Galle,12,247,2020
Gampaha,12,18,2020
Hambantota,12,44,2020
Jaffna,12,5,2020
Kalutara,12,189,2020
Kandy,12,44,2020
Kegalle,12,98,2020
Kilinochchi,12,5,2020
Kurunegala,12,54,2020
Mannar,12,4,2020
Matale,12,35,2020
Matara,12,73,2020
Monaragala,12,0,2020
Mullaitivu,12,5,2020
Nuwara Eliya,12,6,2020
Polonnaruwa,12,29,2020
Puttalam,12,10,2020
Ratnapura,12,78,2020
Trincomalee,12,1,2020
Vavuniya,12,5,2020
Ampara,1,3,2021
Anuradhapura,1,61,2021
Badulla,1,30,2021
Batticaloa,1,2,2021
Colombo,1,17,2021
Galle,1,89,2021
Gampaha,1,6,2021
